database	alphabet	kmer size	seed shape	minimizer window	filtering	path	minimizer criterion	DB Index size
NR90	Uniform11S	11	consecutive	12	c > 3	zymo_oral/assignment_nr90_uniform11s_11-mer/per_taxon_assignments.tsv
NR90	Uniform11S	12	consecutive	13	c > 3	zymo_oral/assignment_nr90_uniform11s_12-mer/per_taxon_assignments.tsv
NR90	Uniform11S	13	consecutive	13	c > 3	zymo_oral/assignment_nr90_uniform11s_13-mer/per_taxon_assignments.tsv
NR90	Uniform11S	14	consecutive	14	c > 3	zymo_oral/assignment_nr90_uniform11s_14-mer/per_taxon_assignments.tsv
NR90	Uniform11S	15	consecutive	15	c > 3	zymo_oral/assignment_nr90_uniform11s_15-mer/per_taxon_assignments.tsv
NR90	Solis11	13	consecutive	13	c > 3	zymo_oral/assignment_nr90_solis11_13-mer/per_taxon_assignments.tsv
NR90	Solis15	13	consecutive	13	c > 3	zymo_oral/assignment_nr90_solis15_13-mer/per_taxon_assignments.tsv
NR90	Solis15S	13	consecutive	13	c > 3	zymo_oral/assignment_nr90_solis15s_13-mer/per_taxon_assignments.tsv
NR90	Solis16	13	consecutive	13	c > 3	zymo_oral/assignment_nr90_solis16_13-mer/per_taxon_assignments.tsv
NR90	Etchebest11	13	consecutive	13	c > 3	zymo_oral/assignment_nr90_etchebest11_13-mer/per_taxon_assignments.tsv
NR90	DIAMOND	13	consecutive	13	c > 3	zymo_oral/assignment_nr90_diamond_13-mer/per_taxon_assignments.tsv
NR90	Uniform11	13	consecutive	13	c > 3	zymo_oral/assignment_nr90_uniform11_13-mer/per_taxon_assignments.tsv
NR90	Uniform16	13	consecutive	13	c > 3	zymo_oral/assignment_nr90_uniform16_13-mer/per_taxon_assignments.tsv
NR90	Uniform11S	13	Choi	13	c > 3	zymo_oral/assignment_nr90_uniform11s_13-mer_choi/per_taxon_assignments.tsv
NR90	Uniform11S	13	DIAMOND*	13	c > 3	zymo_oral/assignment_nr90_uniform11s_13-mer_diamond/per_taxon_assignments.tsv
